id,names,terminals,description,switch,num_terminals,is_switched
ConnectivityNode{229833-cn},[],"[Terminal{308572-229833}, Terminal{308573-229833}, Terminal{142891-229833}]",,None,3,FALSE
ConnectivityNode{276889-cn},[],"[Terminal{299648-276889}, Terminal{176908-276889}, Terminal{642531-276889}]",,None,3,FALSE
ConnectivityNode{593004-cn},[],"[Terminal{18284245-593004}, Terminal{539948-593004}]",,None,2,FALSE
ConnectivityNode{629433-cn},[],"[Terminal{18002627-629433}, Terminal{579481-629433}]",,None,2,FALSE
ConnectivityNode{323591-cn},[],"[Terminal{720359-323591}, Terminal{35363-323591}, Terminal{35362-323591}]",,Fuse{720359},3,TRUE
ConnectivityNode{671652-cn},[],"[Terminal{642552-671652}, Terminal{18241835-671652}]",,None,2,FALSE
ConnectivityNode{624421-cn},[],"[Terminal{17339234-624421}, Terminal{574770-624421}]",,None,2,FALSE
ConnectivityNode{224286-cn},[],"[Terminal{571280-224286}, Terminal{180325-224286}, Terminal{528485-224286}, Terminal{29218411-224286}, Terminal{180321-224286}]",,None,5,FALSE
ConnectivityNode{234485-cn},[],"[Terminal{18558993-234485}, Terminal{548355-234485}]",,None,2,FALSE
ConnectivityNode{60281-cn},[],"[Terminal{10694526-60281}, Terminal{251498-60281}]",,Fuse{251498},2,TRUE
ConnectivityNode{369777-cn},[],"[Terminal{15793653-369777}, Terminal{281132-369777}, Terminal{15793648-369777}]",,None,3,FALSE
ConnectivityNode{561212-cn},[],"[Terminal{17337711-561212}, Terminal{503854-561212}]",,None,2,FALSE
ConnectivityNode{309446-cn},[],"[Terminal{35717-309446}, Terminal{729593-309446}]",,Disconnector{729593},2,TRUE
ConnectivityNode{520695-cn},[],"[Terminal{457049-520695}, Terminal{18713466-520695}]",,None,2,FALSE
ConnectivityNode{597716-cn},[],"[Terminal{18540042-597716}, Terminal{545254-597716}]",,None,2,FALSE
ConnectivityNode{612024-cn},[],"[Terminal{561068-612024}, Terminal{727728-612024}]",,Disconnector{727728},2,TRUE
ConnectivityNode{614994-cn},[],"[Terminal{18010726-614994}, Terminal{565910-614994}]",,None,2,FALSE
ConnectivityNode{629924-cn},[],"[Terminal{579932-629924}, Terminal{18003935-629924}]",,None,2,FALSE
ConnectivityNode{453586-cn},[],[Terminal{86632-453586}],,None,1,FALSE
ConnectivityNode{668766-cn},[],"[Terminal{17337585-668766}, Terminal{174897-668766}]",,None,2,FALSE
ConnectivityNode{44054-cn},[],"[Terminal{233545-44054}, Terminal{21605-44054}]",,None,2,FALSE
ConnectivityNode{4052-cn},[],"[Terminal{230238-4052}, Terminal{13540-4052}]",,None,2,FALSE
ConnectivityNode{44056-cn},[],"[Terminal{21606-44056}, Terminal{234456-44056}]",,None,2,FALSE
ConnectivityNode{586810-cn},[],"[Terminal{544539-586810}, Terminal{544540-586810}, Terminal{19107641-586810}, Terminal{532394-586810}]",,None,4,FALSE
ConnectivityNode{629932-cn},[],"[Terminal{18003917-629932}, Terminal{156508-629932}]",,None,2,FALSE
ConnectivityNode{33477-cn},[],"[Terminal{2620-33477}, Terminal{95971-33477}]",,None,2,FALSE
ConnectivityNode{597013-cn},[],"[Terminal{544538-597013}, Terminal{18003983-597013}]",,None,2,FALSE
ConnectivityNode{328620-cn},[],"[Terminal{224920-328620}, Terminal{734893-328620}, Terminal{224919-328620}]",,Disconnector{734893},3,TRUE
ConnectivityNode{629375-cn},[],"[Terminal{579424-629375}, Terminal{17338982-629375}]",,None,2,FALSE
ConnectivityNode{543334-cn},[],"[Terminal{124360-543334}, Terminal{17337884-543334}, Terminal{124361-543334}]",,None,3,FALSE
ConnectivityNode{62196-cn},[],"[Terminal{21529155-62196}, Terminal{729998-62196}, Terminal{21529227-62196}]",,Disconnector{729998},3,TRUE
ConnectivityNode{444401-cn},[],"[Terminal{358793-444401}, Terminal{19183396-444401}, Terminal{358794-444401}]",,None,3,FALSE
ConnectivityNode{620699-cn},[],"[Terminal{727698-620699}, Terminal{571312-620699}, Terminal{601673-620699}]",,Disconnector{727698},3,TRUE
ConnectivityNode{476480-cn},[],"[Terminal{30415695-476480}, Terminal{406608-476480}]",,None,2,FALSE
ConnectivityNode{317924-cn},[],"[Terminal{248712-317924}, Terminal{212773-317924}]",,Disconnector{248712},2,TRUE
ConnectivityNode{104994-cn},[],"[Terminal{19229888-104994}, Terminal{370846-104994}, Terminal{293426-104994}, Terminal{293425-104994}]",,None,4,FALSE
ConnectivityNode{47962-cn},[],"[Terminal{23628-47962}, Terminal{234463-47962}]",,None,2,FALSE
ConnectivityNode{598369-cn},[],"[Terminal{17348070-598369}, Terminal{545984-598369}]",,None,2,FALSE
ConnectivityNode{62030-cn},[],"[Terminal{10703573-62030}, Terminal{718351-62030}, Terminal{21004722-62030}]",,Disconnector{718351},3,TRUE
ConnectivityNode{392128-cn},[],"[Terminal{302281-392128}, Terminal{17348220-392128}]",,None,2,FALSE
ConnectivityNode{8327-cn},[],[Terminal{46487-8327}],,Disconnector{46487},1,TRUE
ConnectivityNode{558849-cn},[],"[Terminal{501238-558849}, Terminal{29197131-558849}]",,None,2,FALSE
ConnectivityNode{603959-cn},[],"[Terminal{18250495-603959}, Terminal{551830-603959}]",,None,2,FALSE
ConnectivityNode{600973-cn},[],"[Terminal{145961-600973}, Terminal{721403-600973}]",,Disconnector{721403},2,TRUE
ConnectivityNode{680487-cn},[],"[Terminal{17341161-680487}, Terminal{181864-680487}]",,None,2,FALSE
ConnectivityNode{323557-cn},[],"[Terminal{720303-323557}, Terminal{219446-323557}]",,Disconnector{720303},2,TRUE
ConnectivityNode{323560-cn},[],"[Terminal{720308-323560}, Terminal{219448-323560}]",,Disconnector{720308},2,TRUE
ConnectivityNode{609977-cn},[],"[Terminal{15514770-609977}, Terminal{558811-609977}]",,None,2,FALSE
ConnectivityNode{250819-cn},[],"[Terminal{601674-250819}, Terminal{571254-250819}, Terminal{580094-250819}, Terminal{580095-250819}, Terminal{163539-250819}, Terminal{571255-250819}, Terminal{580096-250819}, Terminal{580097-250819}]",,None,8,FALSE
ConnectivityNode{479374-cn},[],"[Terminal{409806-479374}, Terminal{20727073-479374}, Terminal{409807-479374}]",,None,3,FALSE
ConnectivityNode{633196-cn},[],"[Terminal{583362-633196}, Terminal{17140902-633196}]",,None,2,FALSE
ConnectivityNode{102300-cn},[],"[Terminal{17348040-102300}, Terminal{59069-102300}]",,None,2,FALSE
ConnectivityNode{245945-cn},[],"[Terminal{710612-245945}, Terminal{153414-245945}, Terminal{153413-245945}, Terminal{579477-245945}, Terminal{545034-245945}]",,None,5,FALSE
ConnectivityNode{376444-cn},[],"[Terminal{19066305-376444}, Terminal{287718-376444}, Terminal{287717-376444}]",,None,3,FALSE
ConnectivityNode{393399-cn},[],"[Terminal{303614-393399}, Terminal{18521141-393399}]",,None,2,FALSE
ConnectivityNode{392218-cn},[],"[Terminal{18332658-392218}, Terminal{63686-392218}]",,None,2,FALSE
ConnectivityNode{62139-cn},[],"[Terminal{21298083-62139}, Terminal{255404-62139}]",,Fuse{255404},2,TRUE
ConnectivityNode{180342-cn},[],"[Terminal{732294-180342}, Terminal{443845-180342}]",,Disconnector{732294},2,TRUE
ConnectivityNode{563184-cn},[],"[Terminal{37187389-563184}, Terminal{506145-563184}]",,None,2,FALSE
ConnectivityNode{603957-cn},[],"[Terminal{551828-603957}, Terminal{551829-603957}]",,None,2,FALSE
ConnectivityNode{597017-cn},[],"[Terminal{18472548-597017}, Terminal{544541-597017}]",,None,2,FALSE
ConnectivityNode{704191-cn},[],"[Terminal{17347916-704191}, Terminal{686829-704191}]",,None,2,FALSE
ConnectivityNode{68751-cn},[],"[Terminal{217029-68751}, Terminal{251592-68751}]",,Breaker{251592},2,TRUE
ConnectivityNode{39874-cn},[],"[Terminal{243637-39874}, Terminal{243636-39874}, Terminal{19426-39874}]",,None,3,FALSE
ConnectivityNode{441416-cn},[],"[Terminal{81440-441416}, Terminal{17337453-441416}]",,None,2,FALSE
ConnectivityNode{630075-cn},[],"[Terminal{580070-630075}, Terminal{18289554-630075}]",,None,2,FALSE
ConnectivityNode{259662-cn},[],"[Terminal{602172-259662}, Terminal{17350318-259662}]",,None,2,FALSE
ConnectivityNode{229389-cn},[],"[Terminal{551822-229389}, Terminal{156374-229389}, Terminal{538393-229389}, Terminal{551821-229389}, Terminal{29218532-229389}, Terminal{156404-229389}]",,None,6,FALSE
ConnectivityNode{633264-cn},[],"[Terminal{17337836-633264}, Terminal{157663-633264}]",,None,2,FALSE
ConnectivityNode{391767-cn},[],"[Terminal{647546-391767}, Terminal{647545-391767}, Terminal{301868-391767}]",,None,3,FALSE
ConnectivityNode{619933-cn},[],"[Terminal{18007893-619933}, Terminal{570564-619933}]",,None,2,FALSE
ConnectivityNode{69924-cn},[],"[Terminal{219695-69924}, Terminal{219696-69924}, Terminal{728792-69924}]",,Fuse{728792},3,TRUE
ConnectivityNode{471322-cn},[],"[Terminal{19704854-471322}, Terminal{96111-471322}]",,None,2,FALSE
ConnectivityNode{591333-cn},[],"[Terminal{538432-591333}, Terminal{538433-591333}]",,None,2,FALSE
ConnectivityNode{337408-cn},[],"[Terminal{235595-337408}, Terminal{235597-337408}, Terminal{38890374-337408}]",,None,3,FALSE
ConnectivityNode{8483-cn},[],"[Terminal{352226-8483}, Terminal{19777-8483}]",,None,2,FALSE
ConnectivityNode{277899-cn},[],"[Terminal{29508028-277899}, Terminal{645437-277899}, Terminal{553717-277899}]",,None,3,FALSE
ConnectivityNode{597899-cn},[],"[Terminal{545460-597899}, Terminal{18284287-597899}, Terminal{545461-597899}]",,None,3,FALSE
ConnectivityNode{63195-cn},[],"[Terminal{29241492-63195}, Terminal{48417-63195}]",,Fuse{48417},2,TRUE
ConnectivityNode{400923-cn},[],"[Terminal{311346-400923}, Terminal{18281582-400923}]",,None,2,FALSE
ConnectivityNode{342748-cn},[],"[Terminal{242711-342748}, Terminal{254319-342748}]",,Disconnector{254319},2,TRUE
ConnectivityNode{1580-cn},[],"[Terminal{720360-1580}, Terminal{10047-1580}]",,Disconnector{720360},2,TRUE
ConnectivityNode{48103-cn},[],"[Terminal{23702-48103}, Terminal{481050-48103}]",,None,2,FALSE
ConnectivityNode{54120-cn},[],"[Terminal{26854-54120}, Terminal{38937-54120}]",,None,2,FALSE
ConnectivityNode{95516-cn},[],"[Terminal{275853-95516}, Terminal{14408845-95516}, Terminal{277811-95516}, Terminal{277808-95516}]",,None,4,FALSE
ConnectivityNode{324209-cn},[],"[Terminal{220197-324209}, Terminal{254986-324209}]",,Disconnector{254986},2,TRUE
ConnectivityNode{212388-cn},[],"[Terminal{17356598-212388}, Terminal{505361-212388}]",,None,2,FALSE
ConnectivityNode{455297-cn},[],"[Terminal{87521-455297}, Terminal{656859-455297}, Terminal{656858-455297}, Terminal{152229-455297}]",,None,4,FALSE
ConnectivityNode{45704-cn},[],"[Terminal{206158-45704}, Terminal{4630-45704}]",,Fuse{206158},2,TRUE
ConnectivityNode{109353-cn},[],"[Terminal{301875-109353}, Terminal{642474-109353}, Terminal{642475-109353}]",,None,3,FALSE
ConnectivityNode{306778-cn},[],"[Terminal{721580-306778}, Terminal{147581-306778}]",,Disconnector{721580},2,TRUE
ConnectivityNode{245451-cn},[],"[Terminal{18007827-245451}, Terminal{570238-245451}]",,None,2,FALSE
ConnectivityNode{674235-cn},[],"[Terminal{649492-674235}, Terminal{29509260-674235}, Terminal{649493-674235}]",,None,3,FALSE
ConnectivityNode{226320-cn},[],"[Terminal{538415-226320}, Terminal{531988-226320}, Terminal{157608-226320}]",,None,3,FALSE
ConnectivityNode{403205-cn},[],"[Terminal{67482-403205}, Terminal{18281092-403205}, Terminal{707700-403205}]",,None,3,FALSE
ConnectivityNode{586543-cn},[],"[Terminal{17346131-586543}, Terminal{532080-586543}]",,None,2,FALSE
ConnectivityNode{39970-cn},[],"[Terminal{19476-39970}, Terminal{231496-39970}]",,None,2,FALSE
ConnectivityNode{278320-cn},[],"[Terminal{569904-278320}, Terminal{646755-278320}, Terminal{646754-278320}, Terminal{538414-278320}, Terminal{569905-278320}, Terminal{569906-278320}]",,None,6,FALSE
ConnectivityNode{587787-cn},[],"[Terminal{665669-587787}, Terminal{141085-587787}, Terminal{541367-587787}, Terminal{541368-587787}]",,None,4,FALSE
ConnectivityNode{250810-cn},[],"[Terminal{156560-250810}, Terminal{18004627-250810}]",,None,2,FALSE
ConnectivityNode{278069-cn},[],"[Terminal{204399-278069}, Terminal{645927-278069}]",,Disconnector{204399},2,TRUE
ConnectivityNode{643602-cn},[],"[Terminal{180288-643602}, Terminal{29218818-643602}, Terminal{204333-643602}, Terminal{603400-643602}]",,Disconnector{204333},4,TRUE
ConnectivityNode{8188-cn},[],"[Terminal{19363-8188}, Terminal{729562-8188}]",,Fuse{729562},2,TRUE
ConnectivityNode{325510-cn},[],"[Terminal{730820-325510}, Terminal{22692938-325510}, Terminal{221605-325510}, Terminal{221604-325510}]",,Fuse{730820},4,TRUE
ConnectivityNode{668963-cn},[],"[Terminal{636770-668963}, Terminal{30154547-668963}]",,None,2,FALSE
ConnectivityNode{302573-cn},[],"[Terminal{737798-302573}, Terminal{194136-302573}, Terminal{707005-302573}, Terminal{727706-302573}, Terminal{34114296-302573}, Terminal{652736-302573}, Terminal{15795392-302573}]",,Fuse{737798},7,TRUE
ConnectivityNode{679683-cn},[],"[Terminal{656739-679683}, Terminal{18205530-679683}]",,None,2,FALSE
ConnectivityNode{702969-cn},[],"[Terminal{190598-702969}, Terminal{727708-702969}]",,Disconnector{727708},2,TRUE
ConnectivityNode{175171-cn},[],"[Terminal{433987-175171}, Terminal{183600-175171}]",,None,2,FALSE
ConnectivityNode{471039-cn},[],"[Terminal{398861-471039}, Terminal{17347731-471039}]",,None,2,FALSE
ConnectivityNode{325507-cn},[],"[Terminal{221601-325507}, Terminal{221602-325507}, Terminal{205344-325507}]",,Fuse{205344},3,TRUE
ConnectivityNode{70864-cn},[],"[Terminal{205342-70864}, Terminal{221610-70864}]",,Fuse{205342},2,TRUE
ConnectivityNode{38392-cn},[],"[Terminal{728793-38392}, Terminal{18659-38392}]",,Fuse{728793},2,TRUE
ConnectivityNode{44145-cn},[],"[Terminal{408139-44145}, Terminal{4374-44145}]",,None,2,FALSE
ConnectivityNode{282232-cn},[],"[Terminal{181504-282232}, Terminal{18007665-282232}]",,None,2,FALSE
ConnectivityNode{604646-cn},[],"[Terminal{552626-604646}, Terminal{28829265-604646}]",,None,2,FALSE
ConnectivityNode{539066-cn},[],"[Terminal{29507907-539066}, Terminal{478580-539066}, Terminal{603449-539066}, Terminal{603450-539066}, Terminal{580062-539066}, Terminal{580437-539066}, Terminal{580063-539066}]",,None,7,FALSE
ConnectivityNode{669202-cn},[],"[Terminal{637166-669202}, Terminal{637164-669202}]",,None,2,FALSE
ConnectivityNode{245990-cn},[],"[Terminal{176646-245990}, Terminal{571289-245990}, Terminal{176647-245990}, Terminal{571288-245990}, Terminal{668011-245990}, Terminal{571290-245990}, Terminal{29218895-245990}, Terminal{156504-245990}]",,None,8,FALSE
ConnectivityNode{582517-cn},[],"[Terminal{139400-582517}, Terminal{17339246-582517}]",,None,2,FALSE
ConnectivityNode{109493-cn},[],"[Terminal{641945-109493}, Terminal{302168-109493}, Terminal{641946-109493}]",,None,3,FALSE
ConnectivityNode{317176-cn},[],"[Terminal{712916-317176}, Terminal{211974-317176}]",,Fuse{712916},2,TRUE
ConnectivityNode{566273-cn},[],"[Terminal{36003724-566273}, Terminal{509391-566273}]",,None,2,FALSE
ConnectivityNode{676919-cn},[],"[Terminal{180324-676919}, Terminal{29218642-676919}, Terminal{180323-676919}]",,None,3,FALSE
ConnectivityNode{603958-cn},[],"[Terminal{721480-603958}, Terminal{551829-603958}]",,Fuse{721480},2,TRUE
ConnectivityNode{481196-cn},[],"[Terminal{729641-481196}, Terminal{411900-481196}, Terminal{20923628-481196}]",,Disconnector{729641},3,TRUE
ConnectivityNode{294908-cn},[],"[Terminal{15784997-294908}, Terminal{687836-294908}, Terminal{280568-294908}]",,None,3,FALSE
ConnectivityNode{250818-cn},[],"[Terminal{18007671-250818}, Terminal{580093-250818}]",,None,2,FALSE
ConnectivityNode{410817-cn},[],"[Terminal{18456339-410817}, Terminal{322187-410817}, Terminal{322188-410817}]",,None,3,FALSE
ConnectivityNode{164090-cn},[],"[Terminal{412538-164090}, Terminal{20985091-164090}]",,None,2,FALSE
ConnectivityNode{620574-cn},[],"[Terminal{571193-620574}, Terminal{18002591-620574}]",,None,2,FALSE
ConnectivityNode{592129-cn},[],"[Terminal{539169-592129}, Terminal{18010810-592129}]",,None,2,FALSE
ConnectivityNode{233216-cn},[],"[Terminal{17347928-233216}, Terminal{545825-233216}]",,None,2,FALSE
ConnectivityNode{599800-cn},[],"[Terminal{547490-599800}, Terminal{18008066-599800}]",,None,2,FALSE
ConnectivityNode{325211-cn},[],"[Terminal{221273-325211}, Terminal{730428-325211}, Terminal{21919657-325211}]",,Fuse{730428},3,TRUE
ConnectivityNode{392050-cn},[],"[Terminal{302176-392050}, Terminal{642474-392050}, Terminal{14422510-392050}]",,None,3,FALSE
ConnectivityNode{696456-cn},[],"[Terminal{676743-696456}, Terminal{17340993-696456}]",,None,2,FALSE
ConnectivityNode{629610-cn},[],"[Terminal{17338934-629610}, Terminal{579645-629610}]",,None,2,FALSE
ConnectivityNode{608801-cn},[],"[Terminal{557334-608801}, Terminal{18004555-608801}]",,None,2,FALSE
ConnectivityNode{39997-cn},[],"[Terminal{653404-39997}, Terminal{19490-39997}]",,None,2,FALSE
ConnectivityNode{76563-cn},[],"[Terminal{21529066-76563}, Terminal{232902-76563}, Terminal{245887-76563}]",,None,3,FALSE
ConnectivityNode{596053-cn},[],"[Terminal{18526298-596053}, Terminal{144350-596053}]",,None,2,FALSE
ConnectivityNode{723296-cn},[],"[Terminal{17347856-723296}, Terminal{709246-723296}]",,None,2,FALSE
ConnectivityNode{591327-cn},[],"[Terminal{142651-591327}, Terminal{17348686-591327}]",,None,2,FALSE
ConnectivityNode{317923-cn},[],"[Terminal{212774-317923}, Terminal{212773-317923}, Terminal{212772-317923}]",,None,3,FALSE
ConnectivityNode{260160-cn},[],"[Terminal{636278-260160}, Terminal{204334-260160}, Terminal{603443-260160}]",,Disconnector{204334},3,TRUE
ConnectivityNode{392265-cn},[],"[Terminal{302457-392265}, Terminal{19702482-392265}]",,None,2,FALSE
ConnectivityNode{1606-cn},[],"[Terminal{10086-1606}, Terminal{202160-1606}]",,Fuse{202160},2,TRUE
ConnectivityNode{594293-cn},[],"[Terminal{603415-594293}, Terminal{603416-594293}, Terminal{14423467-594293}, Terminal{541534-594293}]",,None,4,FALSE
ConnectivityNode{67229-cn},[],"[Terminal{45633-67229}, Terminal{33403-67229}]",,Disconnector{45633},2,TRUE
ConnectivityNode{228412-cn},[],"[Terminal{536306-228412}, Terminal{184692-228412}, Terminal{536301-228412}, Terminal{14411840-228412}]",,None,4,FALSE
ConnectivityNode{632896-cn},[],"[Terminal{583018-632896}, Terminal{17346947-632896}]",,None,2,FALSE
ConnectivityNode{77668-cn},[],"[Terminal{245887-77668}, Terminal{19422035-77668}, Terminal{235841-77668}]",,None,3,FALSE
ConnectivityNode{81021-cn},[],"[Terminal{233363-81021}, Terminal{43490-81021}, Terminal{242161-81021}, Terminal{27330309-81021}]",,None,4,FALSE
ConnectivityNode{599115-cn},[],"[Terminal{546808-599115}, Terminal{18518645-599115}]",,None,2,FALSE
ConnectivityNode{33474-cn},[],"[Terminal{2619-33474}, Terminal{201456-33474}]",,Disconnector{201456},2,TRUE
ConnectivityNode{398391-cn},[],"[Terminal{308572-398391}, Terminal{18010894-398391}]",,None,2,FALSE
ConnectivityNode{681429-cn},[],"[Terminal{182241-681429}, Terminal{18004549-681429}]",,None,2,FALSE
ConnectivityNode{250564-cn},[],"[Terminal{17341215-250564}, Terminal{579641-250564}]",,None,2,FALSE
ConnectivityNode{80887-cn},[],"[Terminal{40192-80887}, Terminal{242662-80887}, Terminal{22691298-80887}, Terminal{242663-80887}]",,None,4,FALSE
ConnectivityNode{586461-cn},[],"[Terminal{531985-586461}, Terminal{18518651-586461}]",,None,2,FALSE
ConnectivityNode{383293-cn},[],"[Terminal{293421-383293}, Terminal{293422-383293}, Terminal{370845-383293}, Terminal{60694-383293}, Terminal{19229878-383293}, Terminal{86630-383293}, Terminal{60692-383293}, Terminal{293420-383293}, Terminal{60693-383293}]",,None,9,FALSE
ConnectivityNode{587119-cn},[],"[Terminal{18008090-587119}, Terminal{140815-587119}]",,None,2,FALSE
ConnectivityNode{291025-cn},[],"[Terminal{29218983-291025}, Terminal{188407-291025}, Terminal{548793-291025}, Terminal{152634-291025}, Terminal{658026-291025}, Terminal{188406-291025}, Terminal{546474-291025}]",,None,7,FALSE
ConnectivityNode{368161-cn},[],"[Terminal{18403121-368161}, Terminal{279508-368161}]",,None,2,FALSE
ConnectivityNode{632005-cn},[],"[Terminal{17348346-632005}, Terminal{582029-632005}]",,None,2,FALSE
ConnectivityNode{593763-cn},[],"[Terminal{561069-593763}, Terminal{32865205-593763}, Terminal{540749-593763}, Terminal{15484928-593763}]",,None,4,FALSE
ConnectivityNode{629376-cn},[],"[Terminal{17339156-629376}, Terminal{579425-629376}]",,None,2,FALSE
ConnectivityNode{681332-cn},[],"[Terminal{658767-681332}, Terminal{727746-681332}]",,Disconnector{727746},2,TRUE
